seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
19	57527148	57527832	685	*	Promoter (<=1kb)	19	57527325	57540763	13439	1	ENSG00000121406	ENST00000240719	0	256051	ZNF549	zinc finger protein 549
1	99645755	99646183	429	*	Promoter (<=1kb)	1	99646113	99694535	48423	1	ENSG00000099260	ENST00000263174	0	54873	PALMD	palmdelphin
19	57559543	57560518	976	*	Promoter (<=1kb)	19	57535257	57559812	24556	2	ENSG00000251369	ENST00000601415	0	162972	ZNF550	zinc finger protein 550
19	57578480	57579216	737	*	Promoter (<=1kb)	19	57571566	57578911	7346	2	ENSG00000083817	ENST00000196489	0	55659	ZNF416	zinc finger protein 416
19	57599703	57600346	644	*	Promoter (<=1kb)	19	57599885	57610098	10214	1	ENSG00000183647	ENST00000332854	0	348327	ZNF530	zinc finger protein 530
19	57614058	57614344	287	*	Promoter (<=1kb)	19	57614233	57620447	6215	1	ENSG00000213762	ENST00000597975	0	7693	ZNF134	zinc finger protein 134
19	57632983	57633469	487	*	Promoter (<=1kb)	19	57633167	57642779	9613	1	ENSG00000121417	ENST00000541801	0	10520	ZNF211	zinc finger protein 211
19	57651293	57651697	405	*	Distal Intergenic	19	57664280	57665039	760	1	ENSG00000269097	ENST00000598702	-12583	100130490	TPRG1LP1	tumor protein p63 regulated 1 like pseudogene 1
19	57681711	57682069	359	*	Promoter (<=1kb)	19	57681969	57688028	6060	1	ENSG00000204519	ENST00000601064	0	90233	ZNF551	zinc finger protein 551
19	57746623	57747323	701	*	Promoter (<=1kb)	19	57746815	57758148	11334	1	ENSG00000152443	ENST00000317178	0	284309	ZNF776	zinc finger protein 776
19	57769479	57769931	453	*	Promoter (<=1kb)	19	57769655	57780614	10960	1	ENSG00000083828	ENST00000391702	0	54807	ZNF586	zinc finger protein 586
19	57814481	57815252	772	*	Promoter (<=1kb)	19	57807082	57814913	7832	2	ENSG00000178935	ENST00000391701	0	79818	ZNF552	zinc finger protein 552
1	99659496	99660256	761	*	Intron (ENST00000263174/ENSG00000099260, intron 1 of 7)	1	99667580	99669823	2244	1	ENSG00000099260	ENST00000605613	-7324	54873	PALMD	palmdelphin
19	57819288	57820030	743	*	Promoter (<=1kb)	19	57819719	57856233	36515	1	ENSG00000268750	ENST00000597134	0	NA	NA	NA
19	57888730	57889224	495	*	Promoter (<=1kb)	19	57850315	57888920	38606	2	ENSG00000204514	ENST00000596604	0	730051	ZNF814	zinc finger protein 814
19	57916201	57917004	804	*	Promoter (<=1kb)	19	57905774	57916592	10819	2	ENSG00000173480	ENST00000312026	0	147687	ZNF417	zinc finger protein 417
19	57947398	57948008	611	*	Promoter (<=1kb)	19	57940833	57947706	6874	2	ENSG00000152454	ENST00000282308	0	10172	ZNF256	zinc finger protein 256
19	58002507	58002970	464	*	Promoter (<=1kb)	19	57977076	58002819	25744	2	ENSG00000166704	ENST00000550599	0	80095	ZNF606	zinc finger protein 606
19	58097821	58098658	838	*	Promoter (<=1kb)	19	58083839	58098210	14372	2	ENSG00000121413	ENST00000240727	0	65982	ZSCAN18	zinc finger and SCAN domain containing 18
19	58150295	58150934	640	*	Promoter (<=1kb)	19	58126248	58150789	24542	2	ENSG00000181894	ENST00000598312	0	79673	ZNF329	zinc finger protein 329
19	58154388	58155354	967	*	Promoter (<=1kb)	19	58126335	58155110	28776	2	ENSG00000181894	ENST00000500161	0	79673	ZNF329	zinc finger protein 329
19	58182703	58184045	1343	*	Promoter (<=1kb)	19	58183029	58213562	30534	1	ENSG00000171606	ENST00000424679	0	10782	ZNF274	zinc finger protein 274
1	99682260	99682813	554	*	Promoter (<=1kb)	1	99683266	99694541	11276	1	ENSG00000099260	ENST00000496843	-453	54873	PALMD	palmdelphin
19	58278548	58279005	458	*	Promoter (<=1kb)	19	58278966	58315197	36232	1	ENSG00000267216	ENST00000591325	0	108903150	ZNF8-ERVK3-1	ZNF8-ERVK3-1 readthrough (NMD candidate)
19	58305144	58305434	291	*	Promoter (<=1kb)	19	58305374	58315202	9829	1	ENSG00000142396	ENST00000427361	0	105372481	ERVK3-1	endogenous retrovirus group K3 member 1
19	58326732	58327077	346	*	Promoter (<=1kb)	19	58326994	58342332	15339	1	ENSG00000182318	ENST00000329665	0	342945	ZSCAN22	zinc finger and SCAN domain containing 22
19	58362453	58363077	625	*	Promoter (<=1kb)	19	58354357	58362751	8395	2	ENSG00000174586	ENST00000311044	0	162968	ZNF497	zinc finger protein 497
19	58380677	58381412	736	*	Promoter (<=1kb)	19	58367618	58381022	13405	2	ENSG00000152475	ENST00000427624	0	116412	ZNF837	zinc finger protein 837
19	58401183	58401607	425	*	Promoter (<=1kb)	19	58401504	58417119	15616	1	ENSG00000171574	ENST00000596921	0	201514	ZNF584	zinc finger protein 584
19	58408418	58408689	272	*	Promoter (<=1kb)	19	58408649	58418327	9679	1	ENSG00000171574	ENST00000306910	0	201514	ZNF584	zinc finger protein 584
19	58451205	58451875	671	*	Promoter (<=1kb)	19	58451611	58457132	5522	1	ENSG00000249471	ENST00000545523	0	388569	ZNF324B	zinc finger protein 324B
19	58475683	58476438	756	*	Promoter (<=1kb)	19	58476146	58478124	1979	1	ENSG00000083838	ENST00000594468	0	55663	ZNF446	zinc finger protein 446
19	58519526	58520078	553	*	Promoter (<=1kb)	19	58513530	58519554	6025	2	ENSG00000119574	ENST00000354590	0	84878	ZBTB45	zinc finger and BTB domain containing 45
2	15933	16185	253	*	Distal Intergenic	2	41220	42952	1733	2	ENSG00000184731	ENST00000460464	26767	642273	FAM110C	family with sequence similarity 110 member C
2	35822	36315	494	*	Distal Intergenic	2	41220	42952	1733	2	ENSG00000184731	ENST00000460464	6637	642273	FAM110C	family with sequence similarity 110 member C
2	44647	45100	454	*	Promoter (1-2kb)	2	38814	46505	7692	2	ENSG00000184731	ENST00000327669	1405	642273	FAM110C	family with sequence similarity 110 member C
2	45956	47577	1622	*	Promoter (<=1kb)	2	38814	46505	7692	2	ENSG00000184731	ENST00000327669	0	642273	FAM110C	family with sequence similarity 110 member C
2	68516	69000	485	*	Distal Intergenic	2	41221	46870	5650	2	ENSG00000184731	ENST00000461026	-21646	642273	FAM110C	family with sequence similarity 110 member C
1	99766357	99766951	595	*	Promoter (<=1kb)	1	99703970	99766635	62666	2	ENSG00000156869	ENST00000646001	0	391059	FRRS1	ferric chelate reductase 1
2	115374	115732	359	*	Distal Intergenic	2	41221	46870	5650	2	ENSG00000184731	ENST00000461026	-68504	642273	FAM110C	family with sequence similarity 110 member C
2	176912	177547	636	*	Distal Intergenic	2	197569	202605	5037	1	ENSG00000227061	ENST00000437798	-20022	NA	NA	NA
2	317966	318308	343	*	Promoter (<=1kb)	2	318053	342118	24066	1	ENSG00000233684	ENST00000436808	0	NA	NA	NA
2	437776	438326	551	*	Distal Intergenic	2	421140	424059	2920	1	ENSG00000226277	ENST00000662862	16636	NA	NA	NA
2	457888	458128	241	*	Distal Intergenic	2	490944	492655	1712	2	ENSG00000223985	ENST00000427398	34527	727944	LINC01874	long intergenic non-protein coding RNA 1874
2	524431	524836	406	*	Distal Intergenic	2	491007	503905	12899	2	ENSG00000223985	ENST00000656189	-20526	727944	LINC01874	long intergenic non-protein coding RNA 1874
2	1553825	1554476	652	*	Promoter (1-2kb)	2	1552445	1554701	2257	1	ENSG00000283766	ENST00000640435	1380	NA	NA	NA
2	1586662	1587606	945	*	Intron (ENST00000438247/ENSG00000228613, intron 2 of 2)	2	1366234	1580747	214514	2	ENSG00000231482	ENST00000650512	-5915	NA	NA	NA
1	1115828	1116535	708	*	Promoter (<=1kb)	1	1081818	1116081	34264	2	ENSG00000131591	ENST00000379339	0	54991	C1orf159	chromosome 1 open reading frame 159
1	99849539	99850710	1172	*	Promoter (<=1kb)	1	99850361	99924020	73660	1	ENSG00000162688	ENST00000361915	0	178	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
2	1593709	1594448	740	*	Intron (ENST00000438247/ENSG00000228613, intron 2 of 2)	2	1366234	1580747	214514	2	ENSG00000231482	ENST00000650512	-12962	NA	NA	NA
2	1631882	1632439	558	*	3' UTR	2	1633185	1637064	3880	2	ENSG00000130508	ENST00000493654	4625	7837	PXDN	peroxidasin
2	1721421	1722091	671	*	Intron (ENST00000252804/ENSG00000130508, intron 1 of 22)	2	1653076	1744442	91367	2	ENSG00000130508	ENST00000433670	22351	7837	PXDN	peroxidasin
2	1742923	1743465	543	*	Promoter (<=1kb)	2	1653076	1744442	91367	2	ENSG00000130508	ENST00000433670	977	7837	PXDN	peroxidasin
2	1744243	1744590	348	*	Promoter (<=1kb)	2	1631887	1744515	112629	2	ENSG00000130508	ENST00000252804	0	7837	PXDN	peroxidasin
1	99943173	99943542	370	*	Distal Intergenic	1	99969351	100027722	58372	1	ENSG00000117620	ENST00000638371	-25809	23443	SLC35A3	solute carrier family 35 member A3
2	2527193	2527481	289	*	Distal Intergenic	2	2613103	2613395	293	2	ENSG00000290112	ENST00000703010	85914	NA	NA	NA
2	3180500	3181200	701	*	Distal Intergenic	2	3189325	3194391	5067	2	ENSG00000032389	ENST00000496433	13191	7260	EIPR1	EARP complex and GARP complex interacting protein 1
2	3222647	3222962	316	*	Intron (ENST00000478754/ENSG00000032389, intron 6 of 10)	2	3196911	3214452	17542	2	ENSG00000032389	ENST00000470625	-8195	7260	EIPR1	EARP complex and GARP complex interacting protein 1
2	3315168	3316062	895	*	Intron (ENST00000478754/ENSG00000032389, intron 3 of 10)	2	3188925	3320544	131620	2	ENSG00000032389	ENST00000478754	4482	7260	EIPR1	EARP complex and GARP complex interacting protein 1
1	99969558	99970721	1164	*	Promoter (<=1kb)	1	99969979	100023259	53281	1	ENSG00000117620	ENST00000427993	0	23443	SLC35A3	solute carrier family 35 member A3
2	3369221	3369888	668	*	Intron (ENST00000398659/ENSG00000032389, intron 1 of 9)	2	3194012	3377470	183459	2	ENSG00000032389	ENST00000463662	7582	7260	EIPR1	EARP complex and GARP complex interacting protein 1
2	3377328	3378315	988	*	Promoter (<=1kb)	2	3188925	3377830	188906	2	ENSG00000032389	ENST00000398659	0	7260	EIPR1	EARP complex and GARP complex interacting protein 1
2	3379418	3380442	1025	*	Promoter (<=1kb)	2	3379675	3479567	99893	1	ENSG00000171853	ENST00000382110	0	51112	TRAPPC12	trafficking protein particle complex subunit 12
2	3518344	3520028	1685	*	Promoter (<=1kb)	2	3497366	3519531	22166	2	ENSG00000182551	ENST00000327435	0	55256	ADI1	acireductone dioxygenase 1
2	3574871	3575402	532	*	Promoter (<=1kb)	2	3575260	3580920	5661	1	ENSG00000171863	ENST00000645674	0	6201	RPS7	ribosomal protein S7
2	3604968	3605316	349	*	Promoter (<=1kb)	2	3605701	3644446	38746	1	ENSG00000118004	ENST00000403096	-385	78989	COLEC11	collectin subfamily member 11
2	3738561	3738839	279	*	Intron (ENST00000399143/ENSG00000214866, intron 3 of 10)	2	3725946	3788532	62587	1	ENSG00000214866	ENST00000537457	12615	728597	DCDC2C	doublecortin domain containing 2C
2	5628287	5628662	376	*	Intron (ENST00000458264/ENSG00000224128, intron 1 of 1)	2	5677142	5691046	13905	2	ENSG00000230090	ENST00000420221	62384	NA	NA	NA
2	6202597	6203052	456	*	Distal Intergenic	2	6302314	6314880	12567	2	ENSG00000234275	ENST00000660708	111828	NA	NA	NA
2	6773069	6773425	357	*	Promoter (2-3kb)	2	6729168	6770311	41144	2	ENSG00000205837	ENST00000382045	-2758	400941	LINC00487	long intergenic non-protein coding RNA 487
2	6877421	6877933	513	*	Promoter (<=1kb)	2	6877777	6898239	20463	1	ENSG00000134321	ENST00000382040	0	91543	RSAD2	radical S-adenosyl methionine domain containing 2
2	6922477	6922722	246	*	Intron (ENST00000320892/ENSG00000151692, intron 1 of 8)	2	6912338	6918734	6397	2	ENSG00000228203	ENST00000657786	-3743	386597	GRASLND	glycosaminoglycan regulatory associated long non-coding RNA
2	6973937	6974223	287	*	Intron (ENST00000320892/ENSG00000151692, intron 2 of 8)	2	6978624	7014483	35860	1	ENSG00000151692	ENST00000433456	-4401	9781	RNF144A	ring finger protein 144A
2	7825568	7826018	451	*	Distal Intergenic	2	7876670	7891784	15115	1	ENSG00000290092	ENST00000702941	-50652	NA	NA	NA
1	100037566	100039263	1698	*	Promoter (<=1kb)	1	100038095	100083377	45283	1	ENSG00000156875	ENST00000370152	0	64645	MFSD14A	major facilitator superfamily domain containing 14A
2	8539958	8540223	266	*	Intron (ENST00000670008/ENSG00000236008, intron 3 of 3)	2	8541077	8545236	4160	2	ENSG00000236008	ENST00000648035	5013	101929567	LINC01814	long intergenic non-protein coding RNA 1814
2	8598349	8598601	253	*	Distal Intergenic	2	8603082	8603359	278	1	ENSG00000225642	ENST00000425442	-4481	NA	NA	NA
2	8678740	8679021	282	*	Promoter (<=1kb)	2	8678845	8684453	5609	1	ENSG00000115738	ENST00000234091	0	3398	ID2	inhibitor of DNA binding 2
2	8681787	8682225	439	*	Promoter (<=1kb)	2	8682056	8683007	952	1	ENSG00000115738	ENST00000331129	0	3398	ID2	inhibitor of DNA binding 2
2	8803777	8804518	742	*	Promoter (<=1kb)	2	8725560	8802971	77412	2	ENSG00000134313	ENST00000496383	-806	57498	KIDINS220	kinase D interacting substrate 220
2	8837303	8837803	501	*	Promoter (<=1kb)	2	8721081	8837630	116550	2	ENSG00000134313	ENST00000569008	0	57498	KIDINS220	kinase D interacting substrate 220
2	8906236	8906546	311	*	Intron (ENST00000305997/ENSG00000143797, intron 4 of 12)	2	8858349	8877134	18786	2	ENSG00000143797	ENST00000471753	-29102	129642	MBOAT2	membrane bound O-acyltransferase domain containing 2
2	9001265	9001595	331	*	Promoter (2-3kb)	2	8860695	9003658	142964	2	ENSG00000143797	ENST00000486484	2063	129642	MBOAT2	membrane bound O-acyltransferase domain containing 2
1	100132480	100133472	993	*	Promoter (<=1kb)	1	100133150	100140540	7391	1	ENSG00000122435	ENST00000370143	0	54482	TRMT13	tRNA methyltransferase 13 homolog
2	9071739	9072082	344	*	Distal Intergenic	2	9081395	9081727	333	2	ENSG00000223640	ENST00000424262	9645	100270977	RPL30P3	ribosomal protein L30 pseudogene 3
2	9102696	9103796	1101	*	Promoter (<=1kb)	2	9103440	9104581	1142	1	ENSG00000242136	ENST00000495580	0	NA	NA	NA
2	9110970	9111533	564	*	Promoter (<=1kb)	2	9110494	9116893	6400	1	ENSG00000244310	ENST00000655626	476	NA	NA	NA
2	9111943	9112755	813	*	Promoter (1-2kb)	2	9110494	9116893	6400	1	ENSG00000244310	ENST00000655626	1449	NA	NA	NA
2	9168203	9168780	578	*	Distal Intergenic	2	9143166	9146106	2941	1	ENSG00000240980	ENST00000474561	25037	NA	NA	NA
2	9170807	9171310	504	*	Distal Intergenic	2	9143166	9146106	2941	1	ENSG00000240980	ENST00000474561	27641	NA	NA	NA
1	100249372	100250293	922	*	Promoter (<=1kb)	1	100186919	100249834	62916	2	ENSG00000137992	ENST00000370132	0	1629	DBT	dihydrolipoamide branched chain transacylase E2
2	9178143	9179454	1312	*	Distal Intergenic	2	9206765	9405683	198919	1	ENSG00000151693	ENST00000315273	-27311	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9179836	9180373	538	*	Distal Intergenic	2	9206765	9405683	198919	1	ENSG00000151693	ENST00000315273	-26392	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9207640	9208321	682	*	Promoter (<=1kb)	2	9206812	9405678	198867	1	ENSG00000151693	ENST00000281419	828	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9232974	9233306	333	*	Intron (ENST00000315273/ENSG00000151693, intron 1 of 26)	2	9206812	9405678	198867	1	ENSG00000151693	ENST00000281419	26162	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9251674	9251949	276	*	Intron (ENST00000315273/ENSG00000151693, intron 1 of 26)	2	9271292	9271628	337	2	ENSG00000213772	ENST00000487533	19679	NA	NA	NA
1	100265755	100266997	1243	*	Promoter (<=1kb)	1	100266216	100274843	8628	1	ENSG00000137996	ENST00000498617	0	8634	RTCA	RNA 3'-terminal phosphate cyclase
2	9333662	9334146	485	*	Intron (ENST00000315273/ENSG00000151693, intron 7 of 26)	2	9323121	9358838	35718	1	ENSG00000151693	ENST00000641030	10541	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9336917	9337322	406	*	Intron (ENST00000315273/ENSG00000151693, intron 9 of 26)	2	9350459	9356303	5845	1	ENSG00000151693	ENST00000471687	-13137	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9400540	9400765	226	*	Promoter (1-2kb)	2	9398841	9405677	6837	1	ENSG00000151693	ENST00000484590	1699	8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
2	9422372	9424302	1931	*	Promoter (<=1kb)	2	9403475	9423229	19755	2	ENSG00000119185	ENST00000360635	0	9270	ITGB1BP1	integrin subunit beta 1 binding protein 1
2	9554884	9556318	1435	*	Promoter (<=1kb)	2	9488486	9555830	67345	2	ENSG00000151694	ENST00000310823	0	6868	ADAM17	ADAM metallopeptidase domain 17
2	9558940	9559433	494	*	Promoter (2-3kb)	2	9489395	9556732	67338	2	ENSG00000151694	ENST00000648857	-2208	6868	ADAM17	ADAM metallopeptidase domain 17
2	9607948	9608402	455	*	Intron (ENST00000238081/ENSG00000134308, intron 2 of 5)	2	9615267	9615373	107	1	ENSG00000207086	ENST00000384358	-6865	NA	NA	NA
2	9644576	9645031	456	*	Intron (ENST00000663385/ENSG00000240687, intron 3 of 3)	2	9638793	9712884	74092	1	ENSG00000240687	ENST00000663514	5783	105373418	LOC105373418	uncharacterized LOC105373418
2	9703050	9704026	977	*	Intron (ENST00000667551/ENSG00000240687, intron 3 of 3)	2	9674042	9676637	2596	1	ENSG00000244260	ENST00000659839	29008	NA	NA	NA
2	9782031	9782658	628	*	Distal Intergenic	2	9757496	9770341	12846	2	ENSG00000243491	ENST00000474667	-11690	NA	NA	NA
2	9797656	9798245	590	*	Distal Intergenic	2	9757496	9770341	12846	2	ENSG00000243491	ENST00000474667	-27315	NA	NA	NA
1	100354026	100354299	274	*	Promoter (1-2kb)	1	100352949	100518293	165345	1	ENSG00000079335	ENST00000644813	1077	8556	CDC14A	cell division cycle 14A
2	9843128	9844111	984	*	Promoter (<=1kb)	2	9843443	9846113	2671	1	ENSG00000115750	ENST00000625239	0	9014	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B
2	9897329	9897824	496	*	Intron (ENST00000263663/ENSG00000115750, intron 8 of 14)	2	9875998	9913709	37712	1	ENSG00000115750	ENST00000492648	21331	9014	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B
2	9905500	9905743	244	*	Intron (ENST00000263663/ENSG00000115750, intron 9 of 14)	2	9875998	9913709	37712	1	ENSG00000115750	ENST00000492648	29502	9014	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B
2	9944345	9944679	335	*	Intron (ENST00000654664/ENSG00000287305, intron 2 of 2)	2	9939088	9950817	11730	2	ENSG00000287305	ENST00000654664	6138	105373422	LOC105373422	uncharacterized LOC105373422
2	9976015	9976439	425	*	Intron (ENST00000464418/ENSG00000134317, intron 8 of 15)	2	9961165	10001205	40041	1	ENSG00000134317	ENST00000405379	14850	29841	GRHL1	grainyhead like transcription factor 1
2	10036059	10036535	477	*	Distal Intergenic	2	10039092	10040663	1572	2	ENSG00000260077	ENST00000567540	4128	NA	NA	NA
1	100354998	100355442	445	*	Promoter (2-3kb)	1	100352949	100518293	165345	1	ENSG00000079335	ENST00000644813	2049	8556	CDC14A	cell division cycle 14A
2	10057459	10058080	622	*	Promoter (2-3kb)	2	10054421	10054866	446	2	ENSG00000271787	ENST00000607181	-2593	NA	NA	NA
2	10254714	10254947	234	*	Distal Intergenic	2	10280628	10280891	264	1	ENSG00000264030	ENST00000582099	-25681	106480485	RN7SL66P	RNA, 7SL, cytoplasmic 66, pseudogene
1	100433583	100433956	374	*	Intron (ENST00000644844/ENSG00000079335, intron 5 of 15)	1	100423732	100443114	19383	1	ENSG00000079335	ENST00000469387	9851	8556	CDC14A	cell division cycle 14A
2	10289679	10290350	672	*	Intron (ENST00000691024/ENSG00000285872, intron 1 of 2)	2	10296047	10296180	134	2	ENSG00000206898	ENST00000384171	5830	124900530	LOC124900530	small nucleolar RNA SNORA51
2	10393663	10393919	257	*	Intron (ENST00000423674/ENSG00000115756, intron 1 of 3)	2	10368764	10427616	58853	1	ENSG00000115756	ENST00000620771	24899	3241	HPCAL1	hippocalcin like 1
2	10409132	10409449	318	*	Intron (ENST00000423674/ENSG00000115756, intron 3 of 3)	2	10420021	10427000	6980	1	ENSG00000115756	ENST00000422133	-10572	3241	HPCAL1	hippocalcin like 1
2	10414000	10414273	274	*	Intron (ENST00000423674/ENSG00000115756, intron 3 of 3)	2	10420021	10427000	6980	1	ENSG00000115756	ENST00000422133	-5748	3241	HPCAL1	hippocalcin like 1
1	100443755	100444379	625	*	Intron (ENST00000644844/ENSG00000079335, intron 7 of 15)	1	100423732	100443114	19383	1	ENSG00000079335	ENST00000469387	20023	8556	CDC14A	cell division cycle 14A
2	10447515	10448847	1333	*	Promoter (<=1kb)	2	10439968	10448309	8342	2	ENSG00000115758	ENST00000446285	0	4953	ODC1	ornithine decarboxylase 1
2	10473460	10473658	199	*	Distal Intergenic	2	10453798	10457693	3896	1	ENSG00000257135	ENST00000670859	19662	NA	NA	NA
1	100452690	100452927	238	*	Intron (ENST00000644844/ENSG00000079335, intron 7 of 15)	1	100423732	100443114	19383	1	ENSG00000079335	ENST00000469387	28958	8556	CDC14A	cell division cycle 14A
2	10597841	10598305	465	*	Intron (ENST00000414538/ENSG00000234818, intron 3 of 3)	2	10589166	10604830	15665	1	ENSG00000234818	ENST00000414538	8675	NA	NA	NA
2	10658158	10658894	737	*	Promoter (2-3kb)	2	10568297	10655180	86884	2	ENSG00000115761	ENST00000695466	-2978	79954	NOL10	nucleolar protein 10
2	10773993	10774619	627	*	Intron (ENST00000648362/ENSG00000143882, intron 8 of 11)	2	10778488	10783243	4756	1	ENSG00000143882	ENST00000480289	-3869	245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2
2	10911652	10912032	381	*	Promoter (<=1kb)	2	10911934	10914225	2292	1	ENSG00000162975	ENST00000295082	0	3754	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
2	10955031	10955430	400	*	Distal Intergenic	2	10911934	10914225	2292	1	ENSG00000162975	ENST00000295082	43097	3754	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
1	100597026	100597657	632	*	Distal Intergenic	1	100586649	100587431	783	2	ENSG00000213421	ENST00000455141	-9595	100270897	RPL7AP17	ribosomal protein L7a pseudogene 17
2	11343583	11343971	389	*	Promoter (<=1kb)	2	11215360	11344141	128782	2	ENSG00000134318	ENST00000261535	170	9475	ROCK2	Rho associated coiled-coil containing protein kinase 2
2	11389837	11390165	329	*	Promoter (<=1kb)	2	11388023	11390367	2345	2	ENSG00000231403	ENST00000454489	202	NA	NA	NA
2	11391632	11392023	392	*	Promoter (<=1kb)	2	11391810	11403074	11265	1	ENSG00000224177	ENST00000666797	0	100874055	LINC00570	long intergenic non-protein coding RNA 570
2	11465570	11466562	993	*	Promoter (<=1kb)	2	11444375	11466146	21772	2	ENSG00000169016	ENST00000428221	0	1876	E2F6	E2F transcription factor 6
2	11554113	11554421	309	*	Promoter (1-2kb)	2	11556353	11642786	86434	1	ENSG00000196208	ENST00000234142	-1932	9687	GREB1	growth regulating estrogen receptor binding 1
2	11665560	11665852	293	*	Promoter (<=1kb)	2	11665369	11665969	601	2	ENSG00000230044	ENST00000399740	117	100419916	CDK8P1	cyclin dependent kinase 8 pseudogene 1
2	11675993	11676477	485	*	Promoter (<=1kb)	2	11673964	11676925	2962	2	ENSG00000276411	ENST00000617634	448	NA	NA	NA
2	11708202	11708514	313	*	Intron (ENST00000449576/ENSG00000134324, intron 1 of 21)	2	11721619	11724222	2604	2	ENSG00000203643	ENST00000430048	15708	NA	NA	NA
2	11712769	11713353	585	*	Intron (ENST00000449576/ENSG00000134324, intron 1 of 21)	2	11721619	11724222	2604	2	ENSG00000203643	ENST00000430048	10869	NA	NA	NA
1	100623052	100623757	706	*	Distal Intergenic	1	100628230	100641723	13494	1	ENSG00000285525	ENST00000648946	-4473	NA	NA	NA
2	11899522	11899731	210	*	Intron (ENST00000438292/ENSG00000224184, intron 1 of 4)	2	11865885	12309959	444075	1	ENSG00000224184	ENST00000438292	33637	100506457	MIR3681HG	MIR3681 host gene
2	12120522	12121139	618	*	Intron (ENST00000438292/ENSG00000224184, intron 2 of 4)	2	12106464	12131585	25122	1	ENSG00000224184	ENST00000449986	14058	100506457	MIR3681HG	MIR3681 host gene
1	100630975	100631615	641	*	Promoter (2-3kb)	1	100628230	100641723	13494	1	ENSG00000285525	ENST00000648946	2745	NA	NA	NA
2	12534571	12534904	334	*	Intron (ENST00000412294/ENSG00000224184, intron 4 of 5)	2	12598987	12605145	6159	1	ENSG00000223360	ENST00000414086	-64083	NA	NA	NA
2	12569449	12570282	834	*	Intron (ENST00000412294/ENSG00000224184, intron 5 of 5)	2	12598987	12605145	6159	1	ENSG00000223360	ENST00000414086	-28705	NA	NA	NA
1	12616046	12616378	333	*	Promoter (<=1kb)	1	12579768	12616696	36929	2	ENSG00000162496	ENST00000482265	318	9249	DHRS3	dehydrogenase/reductase 3
2	12684494	12684839	346	*	Intron (ENST00000664018/ENSG00000224184, intron 5 of 5)	2	12715415	12716227	813	1	ENSG00000261117	ENST00000569860	-30576	NA	NA	NA
2	12702591	12703135	545	*	Exon (ENST00000664018/ENSG00000224184, exon 6 of 6)	2	12715415	12716227	813	1	ENSG00000261117	ENST00000569860	-12280	NA	NA	NA
2	12759214	12759663	450	*	Distal Intergenic	2	12737367	12737444	78	1	ENSG00000264370	ENST00000579927	21847	100422986	MIR3125	microRNA 3125
1	100799635	100800709	1075	*	Distal Intergenic	1	100735175	100739039	3865	1	ENSG00000162692	ENST00000603679	64460	7412	VCAM1	vascular cell adhesion molecule 1
2	12819098	12819386	289	*	Intron (ENST00000663507/ENSG00000225649, intron 4 of 6)	2	12737367	12737444	78	1	ENSG00000264370	ENST00000579927	81731	100422986	MIR3125	microRNA 3125
2	12843002	12843210	209	*	Intron (ENST00000663507/ENSG00000225649, intron 4 of 6)	2	12737367	12737444	78	1	ENSG00000264370	ENST00000579927	105635	100422986	MIR3125	microRNA 3125
2	12856972	12857560	589	*	Intron (ENST00000663507/ENSG00000225649, intron 4 of 6)	2	12737367	12737444	78	1	ENSG00000264370	ENST00000579927	119605	100422986	MIR3125	microRNA 3125
2	12884715	12885483	769	*	Intron (ENST00000663507/ENSG00000225649, intron 3 of 6)	2	13000953	13331683	330731	1	ENSG00000285876	ENST00000647894	-115470	105373436	LOC105373436	uncharacterized LOC105373436
2	13523098	13523523	426	*	Distal Intergenic	2	13537673	13609168	71496	1	ENSG00000229370	ENST00000434509	-14150	NA	NA	NA
2	13638269	13638544	276	*	Distal Intergenic	2	13723048	13758152	35105	1	ENSG00000227718	ENST00000420828	-84504	NA	NA	NA
1	100884057	100884267	211	*	Intron (ENST00000535414/ENSG00000162694, intron 2 of 3)	1	100874160	100894664	20505	2	ENSG00000162694	ENST00000450240	10397	2135	EXTL2	exostosin like glycosyltransferase 2
2	14903830	14904070	241	*	Intron (ENST00000654007/ENSG00000287291, intron 2 of 3)	2	14886647	14907664	21018	2	ENSG00000235127	ENST00000416173	3594	NA	NA	NA
