seqnames	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENTREZID	SYMBOL	GENENAME
1	64917368	64917768	401	*	1000	0	Promoter (<=1kb)	1	64918443	64918683	241	1	ENSG00000234784	ENST00000442855	-675	NA	NA	NA
3	193780839	193781239	401	*	22563	0	Intron (ENST00000664530/ENSG00000287206, intron 3 of 3)	3	193770543	193772424	1882	2	ENSG00000286624	ENST00000666648	-8415	NA	NA	NA
KI270442.1	231216	231616	401	*	33315	0	Distal Intergenic	36	217250	217401	152	2	ENSG00000278294	ENST00000611690	-13815	124907156	LOC124907156	5.8S ribosomal RNA
17	1456156	1456556	401	*	12296	0	Promoter (<=1kb)	17	1420689	1456223	35535	2	ENSG00000167193	ENST00000398970	0	1398	CRK	CRK proto-oncogene, adaptor protein
1	60573708	60574108	401	*	936	0	Intron (ENST00000634836/ENSG00000226476, intron 4 of 7)	1	60540250	60601677	61428	2	ENSG00000226476	ENST00000634281	27569	105378763	LINC01748	long intergenic non-protein coding RNA 1748
14	54312122	54312522	401	*	9460	0	Distal Intergenic	14	54396849	54417951	21103	1	ENSG00000100526	ENST00000555837	-84327	1033	CDKN3	cyclin dependent kinase inhibitor 3
X	118974890	118975290	401	*	33877	0	Promoter (<=1kb)	23	118975362	119017987	42626	1	ENSG00000175556	ENST00000439603	-72	79836	LONRF3	LON peptidase N-terminal domain and ring finger 3
7	140316383	140316783	401	*	30161	0	Intron (ENST00000477571/ENSG00000157800, intron 13 of 15)	7	140335472	140337825	2354	2	ENSG00000157800	ENST00000485139	21042	84255	SLC37A3	solute carrier family 37 member 3
1	225922392	225922792	401	*	3237	0	Promoter (<=1kb)	1	225922080	225922142	63	2	ENSG00000284519	ENST00000618782	-250	102466270	MIR6741	microRNA 6741
6	11318327	11318727	401	*	26290	0	Intron (ENST00000448183/ENSG00000111859, intron 1 of 9)	6	11291299	11296224	4926	1	ENSG00000287920	ENST00000664890	27028	NA	NA	NA
14	67221621	67222021	401	*	9676	0	3' UTR	14	67227471	67228544	1074	1	ENSG00000172717	ENST00000554500	-5450	161142	GARIN2	golgi associated RAB2 interactor family member 2
11	75372209	75372609	401	*	6218	0	Distal Intergenic	11	75265599	75351705	86107	2	ENSG00000137486	ENST00000360025	-20504	408	ARRB1	arrestin beta 1
2	179332931	179333331	401	*	17638	0	Distal Intergenic	2	179273831	179285707	11877	1	ENSG00000237477	ENST00000419129	59100	NA	NA	NA
6	133837826	133838226	401	*	27663	0	Promoter (<=1kb)	6	133837184	133851800	14617	1	ENSG00000223586	ENST00000412745	642	NA	NA	NA
9	133135261	133135661	401	*	33180	0	Intron (ENST00000393160/ENSG00000160271, intron 1 of 17)	9	133098360	133131117	32758	2	ENSG00000160271	ENST00000372062	-4144	5900	RALGDS	ral guanine nucleotide dissociation stimulator
2	24466851	24467251	401	*	15481	0	Distal Intergenic	2	24491254	24770702	279449	1	ENSG00000084676	ENST00000348332	-24003	8648	NCOA1	nuclear receptor coactivator 1
2	160205500	160205900	401	*	17380	0	Exon (ENST00000485635/ENSG00000285155, exon 2 of 10)	2	160099667	160200313	100647	2	ENSG00000115221	ENST00000620391	-5187	3694	ITGB6	integrin subunit beta 6
5	173293936	173294336	401	*	25994	0	Promoter (1-2kb)	5	173292517	173292619	103	2	ENSG00000252169	ENST00000516360	-1317	100873461	RNA5SP200	RNA, 5S ribosomal pseudogene 200
1	54801369	54801769	401	*	850	0	Promoter (<=1kb)	1	54779712	54801323	21612	2	ENSG00000006555	ENST00000371276	-46	55001	TTC22	tetratricopeptide repeat domain 22
7	117124677	117125077	401	*	29849	0	Intron (ENST00000393446/ENSG00000004866, intron 3 of 13)	7	117119686	117198397	78712	1	ENSG00000004866	ENST00000489293	4991	7982	ST7	suppression of tumorigenicity 7
9	136052076	136052476	401	*	33203	0	Promoter (1-2kb)	9	136006537	136050580	44044	2	ENSG00000148411	ENST00000371753	-1496	138151	NACC2	NACC family member 2
2	217105699	217106099	401	*	17982	0	Intron (ENST00000695932/ENSG00000233143, intron 3 of 11)	2	217061067	217064818	3752	2	ENSG00000287498	ENST00000664474	-40881	NA	NA	NA
9	109444910	109445310	401	*	32770	0	Exon (ENST00000412145/ENSG00000070159, exon 2 of 21)	9	109375694	109451384	75691	2	ENSG00000070159	ENST00000412145	6074	5774	PTPN3	protein tyrosine phosphatase non-receptor type 3
12	11875360	11875760	401	*	7179	0	Intron (ENST00000396373/ENSG00000139083, intron 5 of 7)	12	11885937	11891610	5674	1	ENSG00000139083	ENST00000266427	-10177	2120	ETV6	ETS variant transcription factor 6
14	71803527	71803927	401	*	9798	0	Distal Intergenic	14	71848606	71908430	59825	1	ENSG00000266869	ENST00000555581	-44679	NA	NA	NA
1	221958147	221958547	401	*	3151	0	Intron (ENST00000412445/ENSG00000238042, intron 1 of 3)	1	221966341	221983143	16803	1	ENSG00000228437	ENST00000421147	-7794	NA	NA	NA
2	174032824	174033224	401	*	17526	0	Distal Intergenic	2	174025280	174027163	1884	1	ENSG00000260868	ENST00000563759	7544	100128905	LINC01960	long intergenic non-protein coding RNA 1960
11	85796078	85796478	401	*	6335	0	Intron (ENST00000389960/ENSG00000137501, intron 1 of 18)	11	85694275	85811129	116855	2	ENSG00000137501	ENST00000316356	14651	54843	SYTL2	synaptotagmin like 2
1	94101512	94101912	401	*	1429	0	Intron (ENST00000370225/ENSG00000198691, intron 5 of 49)	1	94045637	94121125	75489	2	ENSG00000198691	ENST00000649773	19213	24	ABCA4	ATP binding cassette subfamily A member 4
3	186752939	186753339	401	*	22411	0	Promoter (<=1kb)	3	186743724	186753464	9741	2	ENSG00000197099	ENST00000609652	125	105374258	HRG-AS1	HRG and FETUB antisense RNA 1
2	74715062	74715462	401	*	16467	0	Promoter (<=1kb)	2	74715269	74805979	90711	1	ENSG00000286739	ENST00000690069	0	NA	NA	NA
1	228045823	228046223	401	*	3277	0	Intron (ENST00000284523/ENSG00000154342, intron 2 of 3)	1	228073909	228076550	2642	2	ENSG00000276255	ENST00000623471	30327	100506571	LINC02809	long intergenic non-protein coding RNA 2809
7	46281108	46281508	401	*	29051	0	Intron (ENST00000414915/ENSG00000229459, intron 3 of 3)	7	46261064	46294469	33406	1	ENSG00000229459	ENST00000414915	20044	NA	NA	NA
3	187943612	187944012	401	*	22442	0	Promoter (2-3kb)	3	187932764	187946221	13458	2	ENSG00000236864	ENST00000413056	2209	NA	NA	NA
20	59972430	59972830	401	*	19339	0	Intron (ENST00000348616/ENSG00000124215, intron 4 of 17)	20	59986014	59989153	3140	1	ENSG00000124215	ENST00000477058	-13184	60437	CDH26	cadherin 26
6	12545833	12546233	401	*	26339	0	Distal Intergenic	6	12514110	12514724	615	1	ENSG00000212802	ENST00000391491	31723	653232	RPL15P3	ribosomal protein L15 pseudogene 3
16	4183222	4183622	401	*	11233	0	Promoter (<=1kb)	16	4180117	4183515	3399	2	ENSG00000263105	ENST00000573220	0	NA	NA	NA
15	57675470	57675870	401	*	10503	0	Intron (ENST00000267853/ENSG00000263155, intron 12 of 12)	15	57680698	57714745	34048	1	ENSG00000137878	ENST00000484300	-4828	145781	GCOM1	GCOM1, MYZAP-POLR2M combined locus
9	98502982	98503382	401	*	32622	0	Intron (ENST00000259455/ENSG00000136928, intron 3 of 18)	9	98454164	98516299	62136	2	ENSG00000136928	ENST00000634919	12917	9568	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
9	105264444	105264844	401	*	32703	0	Intron (ENST00000374723/ENSG00000070214, intron 1 of 15)	9	105244804	105390415	145612	1	ENSG00000070214	ENST00000699290	19640	23446	SLC44A1	solute carrier family 44 member 1
2	174005241	174005641	401	*	17525	0	Distal Intergenic	2	174011856	174012975	1120	2	ENSG00000273258	ENST00000609273	7334	NA	NA	NA
14	61388455	61388855	401	*	9562	0	Promoter (1-2kb)	14	61390694	61457557	66864	1	ENSG00000027075	ENST00000557585	-1839	5583	PRKCH	protein kinase C eta
7	2225368	2225768	401	*	28262	0	Promoter (<=1kb)	7	2215957	2225598	9642	2	ENSG00000002822	ENST00000429625	0	8379	MAD1L1	mitotic arrest deficient 1 like 1
12	11633990	11634390	401	*	7175	0	Distal Intergenic	12	11649674	11895377	245704	1	ENSG00000139083	ENST00000396373	-15284	2120	ETV6	ETS variant transcription factor 6
17	57375730	57376130	401	*	12928	0	Intron (ENST00000416426/ENSG00000153944, intron 5 of 13)	17	57406812	57627302	220491	1	ENSG00000153944	ENST00000579205	-30682	124540	MSI2	musashi RNA binding protein 2
1	54542416	54542816	401	*	844	0	Promoter (<=1kb)	1	54542257	54610124	67868	1	ENSG00000162390	ENST00000481208	159	26027	ACOT11	acyl-CoA thioesterase 11
17	67305814	67306214	401	*	13091	0	Distal Intergenic	17	67276118	67276351	234	2	ENSG00000264093	ENST00000582714	-29463	NA	NA	NA
15	80825628	80826028	401	*	10807	0	Intron (ENST00000220244/ENSG00000103888, intron 1 of 28)	15	80841978	80842073	96	2	ENSG00000208003	ENST00000385268	16045	693132	MIR549A	microRNA 549a
19	44588587	44588987	401	*	14665	0	Intron (ENST00000455455/ENSG00000290603, intron 1 of 3)	19	44570304	44570564	261	2	ENSG00000224366	ENST00000441814	-18023	NA	NA	NA
2	236045584	236045984	401	*	18389	0	Promoter (<=1kb)	2	236045937	236125482	79546	1	ENSG00000157985	ENST00000453371	0	116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
4	140186660	140187060	401	*	23620	0	Distal Intergenic	4	139716753	140154184	437432	2	ENSG00000196782	ENST00000509479	-32476	55534	MAML3	mastermind like transcriptional coactivator 3
3	100492274	100492674	401	*	21165	0	Promoter (<=1kb)	3	100492619	100577444	84826	1	ENSG00000181458	ENST00000323523	0	55076	TMEM45A	transmembrane protein 45A
3	184738115	184738515	401	*	22353	0	Intron (ENST00000700955/ENSG00000272970, intron 3 of 3)	3	184741937	184742462	526	1	ENSG00000273403	ENST00000609211	-3422	NA	NA	NA
1	109931072	109931472	401	*	1650	0	Downstream (<=300bp)	1	109915657	109922549	6893	1	ENSG00000184371	ENST00000526001	15415	1435	CSF1	colony stimulating factor 1
1	206513443	206513843	401	*	2911	0	Intron (ENST00000579436/ENSG00000266094, intron 1 of 5)	1	206518388	206589448	71061	1	ENSG00000266094	ENST00000636182	-4545	83593	RASSF5	Ras association domain family member 5
2	128489828	128490228	401	*	17171	0	Distal Intergenic	2	128518788	128519177	390	2	ENSG00000227653	ENST00000427740	28949	NA	NA	NA
6	24775161	24775561	401	*	26494	0	Promoter (<=1kb)	6	24775413	24785707	10295	1	ENSG00000112312	ENST00000378054	0	51053	GMNN	geminin DNA replication inhibitor
15	40054761	40055161	401	*	10344	0	Intron (ENST00000559012/ENSG00000248508, intron 2 of 6)	15	40039349	40057000	17652	1	ENSG00000248508	ENST00000560341	15412	100131089	SRP14-DT	SRP14 divergent transcript
7	22350774	22351174	401	*	28531	0	Intron (ENST00000665637/ENSG00000136237, intron 1 of 25)	7	22308447	22356225	47779	2	ENSG00000136237	ENST00000471484	5051	9771	RAPGEF5	Rap guanine nucleotide exchange factor 5
7	28037252	28037652	401	*	28664	0	Intron (ENST00000283928/ENSG00000153814, intron 1 of 4)	7	27846503	28020799	174297	2	ENSG00000153814	ENST00000420835	-16453	221895	JAZF1	JAZF zinc finger 1
21	35051348	35051748	401	*	19530	0	Promoter (2-3kb)	21	34787801	35049344	261544	2	ENSG00000159216	ENST00000300305	-2004	861	RUNX1	RUNX family transcription factor 1
22	42070696	42071096	401	*	20168	0	Promoter (<=1kb)	22	42058334	42070812	12479	2	ENSG00000198951	ENST00000396398	0	4668	NAGA	alpha-N-acetylgalactosaminidase
7	131347238	131347638	401	*	30009	0	Intron (ENST00000421797/ENSG00000128585, intron 2 of 18)	7	131322716	131328312	5597	2	ENSG00000236753	ENST00000447904	-18926	100506881	MKLN1-AS	MKLN1 antisense RNA
2	118078726	118079126	401	*	16943	0	Distal Intergenic	2	118088452	118108372	19921	1	ENSG00000125629	ENST00000411929	-9326	51141	INSIG2	insulin induced gene 2
8	53734665	53735065	401	*	30798	0	Intron (ENST00000359530/ENSG00000047249, intron 13 of 13)	8	53715673	53739623	23951	2	ENSG00000047249	ENST00000522159	4558	51606	ATP6V1H	ATPase H+ transporting V1 subunit H
5	75320910	75321310	401	*	24726	0	Intron (ENST00000501886/ENSG00000247372, intron 2 of 2)	5	75336329	75360758	24430	1	ENSG00000113161	ENST00000511206	-15019	3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
8	125664425	125664825	401	*	31602	0	Intron (ENST00000651999/ENSG00000286122, intron 3 of 7)	8	125648327	125955592	307266	1	ENSG00000286122	ENST00000651999	16098	NA	NA	NA
17	69654890	69655290	401	*	13137	0	Intron (ENST00000591334/ENSG00000227517, intron 3 of 5)	17	69707193	69707373	181	2	ENSG00000267184	ENST00000592511	52083	NA	NA	NA
14	103158788	103159188	401	*	10227	0	Distal Intergenic	14	103148597	103149408	812	1	ENSG00000259535	ENST00000559810	10191	122409	RPL21P12	ribosomal protein L21 pseudogene 12
7	41247537	41247937	401	*	28918	0	Distal Intergenic	7	41101604	41133507	31904	1	ENSG00000224017	ENST00000440213	145933	101928773	LINC01449	long intergenic non-protein coding RNA 1449
2	33023239	33023639	401	*	15702	0	Intron (ENST00000404816/ENSG00000049323, intron 3 of 33)	2	33056333	33063113	6781	2	ENSG00000223951	ENST00000456007	39474	NA	NA	NA
8	140096832	140097232	401	*	31839	0	Promoter (<=1kb)	8	140023724	140096538	72815	2	ENSG00000289741	ENST00000698172	-294	NA	NA	NA
1	31762633	31763033	401	*	384	0	Promoter (<=1kb)	1	31727117	31763922	36806	2	ENSG00000121753	ENST00000398547	889	576	ADGRB2	adhesion G protein-coupled receptor B2
1	213570483	213570883	401	*	3053	0	Intron (ENST00000417161/ENSG00000225233, intron 2 of 2)	1	213492288	213579267	86980	1	ENSG00000225233	ENST00000417161	78195	NA	NA	NA
7	29375768	29376168	401	*	28691	0	Intron (ENST00000439384/ENSG00000106069, intron 4 of 6)	7	29396648	29401281	4634	1	ENSG00000106069	ENST00000491856	-20480	1124	CHN2	chimerin 2
15	85592163	85592563	401	*	10881	0	Intron (ENST00000559362/ENSG00000170776, intron 8 of 14)	15	85582910	85645917	63008	1	ENSG00000170776	ENST00000560340	9253	11214	AKAP13	A-kinase anchoring protein 13
9	87497577	87497977	401	*	32462	0	Promoter (<=1kb)	9	87497681	87708630	210950	1	ENSG00000196730	ENST00000472284	0	1612	DAPK1	death associated protein kinase 1
6	13398037	13398437	401	*	26349	0	Intron (ENST00000379284/ENSG00000145990, intron 1 of 1)	6	13357830	13408137	50308	2	ENSG00000145990	ENST00000379284	9700	54438	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1
3	194498203	194498603	401	*	22611	0	Promoter (<=1kb)	3	194402672	194498364	95693	2	ENSG00000133657	ENST00000687055	0	79572	ATP13A3	ATPase 13A3
2	39469894	39470294	401	*	15809	0	Intron (ENST00000659562/ENSG00000231312, intron 3 of 5)	2	39480783	39482057	1275	1	ENSG00000289003	ENST00000686975	-10489	NA	NA	NA
1	207007341	207007741	401	*	2921	0	Distal Intergenic	1	207018522	207032756	14235	2	ENSG00000182795	ENST00000359470	25015	79098	C1orf116	chromosome 1 open reading frame 116
19	55247547	55247947	401	*	14960	0	Promoter (<=1kb)	19	55230490	55247372	16883	2	ENSG00000105063	ENST00000587283	-175	22870	PPP6R1	protein phosphatase 6 regulatory subunit 1
9	127574453	127574853	401	*	33070	0	Intron (ENST00000373314/ENSG00000136830, intron 1 of 13)	9	127505339	127578989	73651	2	ENSG00000136830	ENST00000373314	4136	64855	NIBAN2	niban apoptosis regulator 2
2	113079120	113079520	401	*	16913	0	Distal Intergenic	2	113074539	113075739	1201	1	ENSG00000136697	ENST00000496265	4581	84639	IL1F10	interleukin 1 family member 10
6	144330528	144330928	401	*	27860	0	Promoter (<=1kb)	6	144330820	144426358	95539	1	ENSG00000152818	ENST00000628146	0	7402	UTRN	utrophin
1	178031823	178032223	401	*	2531	0	Intron (ENST00000464428/ENSG00000254154, intron 3 of 26)	1	178035274	178037924	2651	2	ENSG00000293477	ENST00000481349	5701	730102	CRYZL2P	crystallin zeta like 2, pseudogene
6	137160829	137161229	401	*	27735	0	Intron (ENST00000296980/ENSG00000164485, intron 2 of 6)	6	137143820	137173644	29825	2	ENSG00000164485	ENST00000296980	12415	116379	IL22RA2	interleukin 22 receptor subunit alpha 2
2	148607561	148607961	401	*	17294	0	Distal Intergenic	2	148595158	148595328	171	1	ENSG00000232238	ENST00000445109	12403	NA	NA	NA
9	96857951	96858351	401	*	32581	0	Intron (ENST00000289032/ENSG00000196597, intron 1 of 2)	9	96816269	96854514	38246	2	ENSG00000196597	ENST00000481138	-3437	158431	ZNF782	zinc finger protein 782
3	8964811	8965211	401	*	20391	0	Promoter (1-2kb)	3	8941796	8963773	21978	2	ENSG00000070950	ENST00000413832	-1038	56852	RAD18	RAD18 E3 ubiquitin protein ligase
13	109264856	109265256	401	*	9078	0	Distal Intergenic	13	109269634	109273838	4205	1	ENSG00000275216	ENST00000618966	-4378	NA	NA	NA
17	73291424	73291824	401	*	13191	0	Intron (ENST00000335793/ENSG00000179604, intron 1 of 1)	17	73285458	73286500	1043	2	ENSG00000179604	ENST00000630622	-4924	23580	CDC42EP4	CDC42 effector protein 4
14	61472229	61472629	401	*	9566	0	Intron (ENST00000555185/ENSG00000027075, intron 1 of 3)	14	61477167	61549946	72780	1	ENSG00000027075	ENST00000536400	-4538	5583	PRKCH	protein kinase C eta
9	134056006	134056406	401	*	33186	0	Promoter (<=1kb)	9	134052433	134056012	3580	2	ENSG00000169925	ENST00000371842	0	8019	BRD3	bromodomain containing 3
6	20211166	20211566	401	*	26450	0	Promoter (<=1kb)	6	20212087	20317739	105653	1	ENSG00000227803	ENST00000449143	-521	NA	NA	NA
X	10578988	10579388	401	*	33386	0	Promoter (2-3kb)	23	10566888	10576955	10068	2	ENSG00000291314	ENST00000706950	-2033	NA	NA	NA
7	24477798	24478198	401	*	28587	0	Distal Intergenic	7	24318094	24445128	127035	2	ENSG00000287523	ENST00000662001	-32670	NA	NA	NA
6	12290188	12290588	401	*	26330	0	Promoter (<=1kb)	6	12290361	12297194	6834	1	ENSG00000078401	ENST00000379375	0	1906	EDN1	endothelin 1
7	26399178	26399578	401	*	28627	0	Promoter (<=1kb)	7	26398947	26496472	97526	1	ENSG00000214870	ENST00000663877	231	441204	LINC02981	long intergenic non-protein coding RNA 2981
11	65040862	65041262	401	*	5913	0	Promoter (<=1kb)	11	65040901	65044799	3899	1	ENSG00000168061	ENST00000531072	0	29901	SAC3D1	SAC3 domain containing 1
11	9905971	9906371	401	*	5154	0	Intron (ENST00000533659/ENSG00000255476, intron 1 of 2)	11	9958744	9959790	1047	2	ENSG00000254765	ENST00000533128	53419	NA	NA	NA
14	89040613	89041013	401	*	10022	0	Distal Intergenic	14	89013386	89025807	12422	1	ENSG00000283627	ENST00000637466	27227	124903356	LOC124903356	uncharacterized LOC124903356
8	85866633	85867033	401	*	31013	0	Intron (ENST00000648211/ENSG00000253154, intron 1 of 2)	8	85851446	85861562	10117	2	ENSG00000285768	ENST00000650562	-5071	105375622	LINC02849	long intergenic non-protein coding RNA 2849
22	46575107	46575507	401	*	20275	0	Promoter (<=1kb)	22	46576012	46637936	61925	1	ENSG00000075240	ENST00000447351	-505	23151	GRAMD4	GRAM domain containing 4
6	136782363	136782763	401	*	27725	0	Promoter (1-2kb)	6	136784045	136786402	2358	1	ENSG00000286646	ENST00000661159	-1282	NA	NA	NA
8	101492306	101492706	401	*	31262	0	Promoter (<=1kb)	8	101492439	101492789	351	1	ENSG00000083307	ENST00000521085	0	79977	GRHL2	grainyhead like transcription factor 2
2	43178923	43179323	401	*	15881	0	Intron (ENST00000705257/ENSG00000230587, intron 2 of 2)	2	43097745	43157585	59841	2	ENSG00000230587	ENST00000702810	-21338	NA	NA	NA
10	23432184	23432584	401	*	3729	0	Distal Intergenic	10	23438958	23530439	91482	1	ENSG00000287124	ENST00000702412	-6374	NA	NA	NA
3	194871464	194871864	401	*	22635	0	Distal Intergenic	3	194827890	194832592	4703	1	ENSG00000238031	ENST00000427064	43574	NA	NA	NA
17	68328676	68329076	401	*	13114	0	Intron (ENST00000448504/ENSG00000141337, intron 2 of 11)	17	68346747	68420525	73779	1	ENSG00000141337	ENST00000582154	-17671	22901	ARSG	arylsulfatase G
3	189324708	189325108	401	*	22480	0	3' UTR	3	189309894	189315595	5702	1	ENSG00000188001	ENST00000481307	14814	285386	TPRG1	tumor protein p63 regulated 1
2	230219913	230220313	401	*	18253	0	Promoter (<=1kb)	2	230165186	230219984	54799	2	ENSG00000135899	ENST00000258381	0	3431	SP110	SP110 nuclear body protein
6	138817781	138818181	401	*	27784	0	Intron (ENST00000541398/ENSG00000203734, intron 4 of 21)	6	138822747	138823799	1053	1	ENSG00000225415	ENST00000449542	-4566	NA	NA	NA
11	95977576	95977976	401	*	6453	0	3' UTR	11	95963219	95963624	406	1	ENSG00000242993	ENST00000472927	14357	100271490	RPL32P25	ribosomal protein L32 pseudogene 25
12	116590558	116590958	401	*	8083	0	Distal Intergenic	12	116599270	116603585	4316	1	ENSG00000258249	ENST00000550742	-8312	NA	NA	NA
2	44780	45180	401	*	15054	0	Promoter (1-2kb)	2	38814	46505	7692	2	ENSG00000184731	ENST00000327669	1325	642273	FAM110C	family with sequence similarity 110 member C
X	100980383	100980783	401	*	33746	0	Intron (ENST00000450457/ENSG00000174225, intron 3 of 8)	23	100986796	100990679	3884	1	ENSG00000174225	ENST00000372953	-6013	392509	ARL13A	ARF like GTPase 13A
20	50333819	50334219	401	*	19114	0	Distal Intergenic	20	50299876	50321486	21611	2	ENSG00000233077	ENST00000689787	-12333	101927586	LINC01271	long intergenic non-protein coding RNA 1271
6	17417788	17418188	401	*	26414	0	Intron (ENST00000229922/ENSG00000112186, intron 1 of 12)	6	17393732	17539290	145559	1	ENSG00000112186	ENST00000476263	24056	10486	CAP2	cyclase associated actin cytoskeleton regulatory protein 2
7	47446058	47446458	401	*	29071	0	Intron (ENST00000705350/ENSG00000136205, intron 4 of 30)	7	47435282	47453231	17950	2	ENSG00000136205	ENST00000413551	6773	64759	TNS3	tensin 3
1	234612585	234612985	401	*	3368	0	Promoter (2-3kb)	1	234604269	234610178	5910	2	ENSG00000168264	ENST00000366609	-2407	359948	IRF2BP2	interferon regulatory factor 2 binding protein 2
21	44083093	44083493	401	*	19680	0	3' UTR	21	44079793	44083015	3223	1	ENSG00000160218	ENST00000461889	3300	7109	TRAPPC10	trafficking protein particle complex subunit 10
5	127229148	127229548	401	*	25151	0	Promoter (<=1kb)	5	127215159	127229580	14422	2	ENSG00000283897	ENST00000639283	32	NA	NA	NA
5	36417781	36418181	401	*	24274	0	Distal Intergenic	5	36485343	36485440	98	1	ENSG00000222178	ENST00000410246	-67162	100873443	RNA5SP181	RNA, 5S ribosomal pseudogene 181
3	15636061	15636461	401	*	20544	0	Intron (ENST00000427382/ENSG00000169814, intron 2 of 3)	3	15630002	15642240	12239	1	ENSG00000169814	ENST00000482824	6059	686	BTD	biotinidase
12	126051760	126052160	401	*	8282	0	Distal Intergenic	12	126032995	126043485	10491	1	ENSG00000275212	ENST00000620193	18765	105370057	LINC02826	long intergenic non-protein coding RNA 2826
2	23900494	23900894	401	*	15467	0	Promoter (<=1kb)	2	23900693	23901149	457	1	ENSG00000238111	ENST00000421721	0	100271060	RPS13P4	ribosomal protein S13 pseudogene 4
8	123680458	123680858	401	*	31537	0	3' UTR	8	123644442	123653801	9360	2	ENSG00000175946	ENST00000684634	-26657	340359	KLHL38	kelch like family member 38
5	143595220	143595620	401	*	25496	0	Intron (ENST00000661617/ENSG00000251205, intron 4 of 4)	5	143605628	143828772	223145	1	ENSG00000249881	ENST00000503323	-10008	NA	NA	NA
5	36462263	36462663	401	*	24279	0	Distal Intergenic	5	36485343	36485440	98	1	ENSG00000222178	ENST00000410246	-22680	100873443	RNA5SP181	RNA, 5S ribosomal pseudogene 181
2	31136148	31136548	401	*	15666	0	Promoter (1-2kb)	2	30955929	31138021	182093	2	ENSG00000158089	ENST00000461193	1473	79623	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14
14	95249021	95249421	401	*	10074	0	Intron (ENST00000298912/ENSG00000165959, intron 1 of 12)	14	95191530	95210851	19322	2	ENSG00000165959	ENST00000556454	-38170	79789	CLMN	calmin
17	4833089	4833489	401	*	12381	0	Promoter (<=1kb)	17	4833340	4898061	64722	1	ENSG00000141503	ENST00000355280	0	50488	MINK1	misshapen like kinase 1
2	152025819	152026219	401	*	17323	0	Intron (ENST00000539935/ENSG00000182389, intron 2 of 13)	2	151870842	152048789	177948	2	ENSG00000182389	ENST00000635743	22570	785	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
2	226137531	226137931	401	*	18203	0	Distal Intergenic	2	226180044	226185371	5328	2	ENSG00000235070	ENST00000423838	47440	NA	NA	NA
22	45688703	45689103	401	*	20241	0	Promoter (<=1kb)	22	45689466	45700322	10857	1	ENSG00000130638	ENST00000470722	-363	25814	ATXN10	ataxin 10
10	78947154	78947554	401	*	4405	0	Intron (ENST00000428862/ENSG00000224596, intron 2 of 3)	10	78943328	78962394	19067	2	ENSG00000224596	ENST00000428862	14840	283050	ZMIZ1-AS1	ZMIZ1 antisense RNA 1
9	97876776	97877176	401	*	32603	0	Distal Intergenic	9	97853226	97856717	3492	1	ENSG00000178919	ENST00000375123	23550	2304	FOXE1	forkhead box E1
9	419526	419926	401	*	31992	0	Promoter (<=1kb)	9	420116	426953	6838	1	ENSG00000107099	ENST00000493666	-190	81704	DOCK8	dedicator of cytokinesis 8
5	37090329	37090729	401	*	24299	0	Distal Intergenic	5	37085056	37085852	797	1	ENSG00000244073	ENST00000477670	5273	391777	RPS4XP6	ribosomal protein S4X pseudogene 6
11	118424781	118425181	401	*	6688	0	Intron (ENST00000690793/ENSG00000167283, intron 2 of 2)	11	118415977	118416521	545	1	ENSG00000269944	ENST00000602598	8804	NA	NA	NA
20	53866068	53866468	401	*	19211	0	Distal Intergenic	20	53875252	53875557	306	2	ENSG00000241721	ENST00000497904	9089	NA	NA	NA
16	48623213	48623613	401	*	11684	0	Promoter (<=1kb)	16	48623415	48746318	122904	1	ENSG00000260086	ENST00000568150	0	105371240	LOC105371240	uncharacterized LOC105371240
3	189766393	189766793	401	*	22487	0	Intron (ENST00000264731/ENSG00000073282, intron 3 of 13)	3	189789659	189897276	107618	1	ENSG00000073282	ENST00000354600	-22866	8626	TP63	tumor protein p63
2	38690840	38691240	401	*	15797	0	Intron (ENST00000272252/ENSG00000143891, intron 4 of 6)	2	38681295	38741237	59943	1	ENSG00000143891	ENST00000434934	9545	130589	GALM	galactose mutarotase
3	190230105	190230505	401	*	22501	0	Distal Intergenic	3	190166764	190167651	888	1	ENSG00000238077	ENST00000457517	63341	NA	NA	NA
18	76525262	76525662	401	*	13850	0	Promoter (2-3kb)	18	76528652	76559827	31176	1	ENSG00000266256	ENST00000578613	-2990	284276	LINC00908	long intergenic non-protein coding RNA 908
1	173269428	173269828	401	*	2494	0	Distal Intergenic	1	173183731	173207331	23601	2	ENSG00000117586	ENST00000281834	-62097	7292	TNFSF4	TNF superfamily member 4
12	67483868	67484268	401	*	7657	0	Intron (ENST00000650195/ENSG00000203585, intron 3 of 4)	12	67519829	67549163	29335	1	ENSG00000203585	ENST00000538573	-35561	100507175	LINC02408	long intergenic non-protein coding RNA 2408
6	142763210	142763610	401	*	27824	0	Intron (ENST00000012134/ENSG00000010818, intron 6 of 8)	6	142748443	142753759	5317	1	ENSG00000233138	ENST00000437067	14767	NA	NA	NA
